"DLL Page Link","Record title","Alternative Title","Work Authority","Work Abbreviated","Has Part","Part Of","References","Creator","Attributed to","Dubious/Spurious Attribution","DLL Identifier","PHI Number","Stoa Number","CTS URN"
"https://catalog.digitallatin.org/dll-work/W4431","","iurisprudentia, fragmenta","PHI","","","","","Laelius Felix, active 2nd century","","","W4431","phi1279.001","","urn:cts:latinLit:phi1279.phi001"
"https://catalog.digitallatin.org/dll-work/W4322","","oratio","PHI","","","","","Herennius Balbus, L., active 56 B.C.-45 B.C.","","","W4322","phi0423.001","","urn:cts:latinLit:phi0423.phi001"
"https://catalog.digitallatin.org/dll-work/W3601","","iurisprudentia, fragmenta","PHI","","","Digesta Iustiniani","","Labeo, Marcus Antistius, approximately 48 B.C.-approximately 22 A.D.","","","W3601","phi0905.002","","urn:cts:latinLit:phi0905.phi002"
"https://catalog.digitallatin.org/dll-work/W5364","","mimus","PHI","","","","","Lentulus, active 1st century B.C.-1st century A.D.","","","W5364","phi1282.001","","urn:cts:latinLit:phi1282.phi001"
"https://catalog.digitallatin.org/dll-work/W5237","","grammatica","PHI","","","","","Cincius Alimentus, L. (Lucius), active 210 B.C.","","","W5237","phi0027.001","","urn:cts:latinLit:phi0027.phi001"
"https://catalog.digitallatin.org/dll-work/W97","","Auspiciorum Liber, fragmenta","PHI","","","","","Caesar, L. Julius (Lucius Julius), active 90 B.C.-43 B.C.","","","W97","phi0450.001","","urn:cts:latinLit:phi0450.phi001"
"https://catalog.digitallatin.org/dll-work/W157","","orationes","PHI","","","","","Brutus, Marcus Junius, 85 B.C.?-42 B.C.","","","W157","phi0436.002","","urn:cts:latinLit:phi0436.phi002"
"https://catalog.digitallatin.org/dll-work/W209","","orationes","PHI","","","","","Crassus, L. Licinius (Lucius Licinius), 140 B.C.-91 B.C.","","","W209","phi0500.001","","urn:cts:latinLit:phi0500.phi001"
"https://catalog.digitallatin.org/dll-work/W343","","carmina","PHI","","","","","Varius Rufus, Lucius","","","W343","phi0682.001","","urn:cts:latinLit:phi0682.phi001"
"https://catalog.digitallatin.org/dll-work/W347","","tragoediae","PHI","","","","","Varius Rufus, Lucius","","","W347","phi0682.002","","urn:cts:latinLit:phi0682.phi002"
"https://catalog.digitallatin.org/dll-work/W397","","orationes","PHI","","","","","Quinctius, L., approximately 124 B.C.-approximately 51 B.C.","","","W397","phi0625.001","","urn:cts:latinLit:phi0625.phi001"
"https://catalog.digitallatin.org/dll-work/W473","","orationes","PHI","","","","","Antonius, M. (Marcus), 143 B.C.-87 B.C.","","","W473","phi0302.001","","urn:cts:latinLit:phi0302.phi001"
"https://catalog.digitallatin.org/dll-work/W622","","De medicina, versio Latina","PHI","","","","","Philumenus","","","W622","phi1380.001","","urn:cts:latinLit:phi1380.phi001"
"https://catalog.digitallatin.org/dll-work/W654","","carmina","PHI","","","","","Paulus, Quaestor","","","W654","phi9221.001","","urn:cts:latinLit:phi9221.phi001"
"https://catalog.digitallatin.org/dll-work/W755","","epigrammation","PHI","","","","","Papinius","","","W755","phi0117.001","","urn:cts:latinLit:phi0117.phi001"
"https://catalog.digitallatin.org/dll-work/W776","","oratio","PHI","","","","","Scipio, Africanus, approximately 236 B.C.-183 B.C.","","","W776","phi0127.001","","urn:cts:latinLit:phi0127.phi001"
"https://catalog.digitallatin.org/dll-work/W1387","","carmen","PHI","","","","","Marcus Aurelius, Emperor of Rome, 121-180","","","W1387","phi1224.001","","urn:cts:latinLit:phi1224.phi001"
"https://catalog.digitallatin.org/dll-work/W1496","","commentarii","PHI","","","","","Gracchanus, M. Junius Congus (Marcus Junius Congus), active 2nd century B.C.-1st century B.C.","","","W1496","phi0315.001","","urn:cts:latinLit:phi0315.phi001"
"https://catalog.digitallatin.org/dll-work/W1537","","carmina","PHI","","","","","Parthenius, of Constantinople","","","W1537","phi2456.001","","urn:cts:latinLit:phi2456.phi001"
"https://catalog.digitallatin.org/dll-work/W1601","","oratio","PHI","","","","","Juventius Laterensis, M., -43 B.C.","","","W1601","phi0535.001","","urn:cts:latinLit:phi0535.phi001"
"https://catalog.digitallatin.org/dll-work/W1804","","carmina","PHI","","","","","Lucilius Iunior, active 4-64","","","W1804","phi0920.001","","urn:cts:latinLit:phi0920.phi001"
"https://catalog.digitallatin.org/dll-work/W1857","","orationes","PHI","","","","","Caelius Rufus, Marcus","","","W1857","phi0444.002","","urn:cts:latinLit:phi0444.phi002"
"https://catalog.digitallatin.org/dll-work/W1968","","orationes","PHI","","","","","Lepidus Porcina, M. Aemilius (Marcus Aemilius), active 137 B.C.-125 B.C.","","","W1968","phi0088.001","","urn:cts:latinLit:phi0088.phi001"
"https://catalog.digitallatin.org/dll-work/W2070","","iurisprudentia","PHI","","","","","Manilius, M'. (Manius), active 2nd century B.C.","","","W2070","phi0564.001","","urn:cts:latinLit:phi0564.phi001"
"https://catalog.digitallatin.org/dll-work/W2072","","orationes","PHI","","","","","Marcus Porcius Cato M.f.M.n.","","","W2072","phi0025.001","","urn:cts:latinLit:phi0025.phi001"
"https://catalog.digitallatin.org/dll-work/W2353","","oratio","PHI","","","","","Cassius Longinus, L. (Lucius), active 54 B.C.-41 B.C.","","","W2353","phi0469.001","","urn:cts:latinLit:phi0469.phi001"
"https://catalog.digitallatin.org/dll-work/W2761","","Ilias","PHI","Naeu. Cyp. Il. (OLD)","","","","Naevius, iunior","","","W2761","phi0587.001","","urn:cts:latinLit:phi0587.phi001"
"https://catalog.digitallatin.org/dll-work/W2758","","oratio","PHI","","","","","Duronius, M., active 97 B.C.","","","W2758","phi0512.001","","urn:cts:latinLit:phi0512.phi001"
"https://catalog.digitallatin.org/dll-work/W2812","","orationes","PHI","","","","","Cato, Marcus Porcius, 95 B.C.-46 B.C.","","","W2812","phi0470.002","","urn:cts:latinLit:phi0470.phi002"
"https://catalog.digitallatin.org/dll-work/W2880","","orationes","PHI","","","","","Antonius, Marcus, 83 B.C.?-30 B.C.","","","W2880","phi0408.002","","urn:cts:latinLit:phi0408.phi002"
"https://catalog.digitallatin.org/dll-work/W2931","","orationes","PHI","","","","","Marcius Philippus, L. (Lucius), approximately 136 B.C.-approximately 76 B.C.","","","W2931","phi0606.001","","urn:cts:latinLit:phi0606.phi001"
"https://catalog.digitallatin.org/dll-work/W2915","","orationes","PHI","","","","","Scipio Aemilianus, P. Cornelius (Publius Cornelius), Africanus minor, 185 B.C. or 184 B.C.-129 B.C.","","","W2915","phi0128.001","","urn:cts:latinLit:phi0128.phi001"
"https://catalog.digitallatin.org/dll-work/W3256","","carmina","PHI","","","","","Manilius, Lucius","","","W3256","phi0562.001","","urn:cts:latinLit:phi0562.phi001"
"https://catalog.digitallatin.org/dll-work/W3292","","epigramma","PHI","","","","","Verginius Rufus, L. (Lucius) 14-97","","","W3292","phi1050.001","","urn:cts:latinLit:phi1050.phi001"
"https://catalog.digitallatin.org/dll-work/W3436","","carmina","PHI","","","","","Symmachus, L. Aurelius Avianus, -approximately 376","","","W3436","phi2302.001","","urn:cts:latinLit:phi2302.phi001"
"https://catalog.digitallatin.org/dll-work/W3937","","orationes","PHI","","","","","Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","","","W3937","phi0932.001","","urn:cts:latinLit:phi0932.phi001"
"https://catalog.digitallatin.org/dll-work/W3928","","Etruscarum Rerum Libri","PHI","","","","","Verrius Flaccus, Marcus","","","W3928","phi0869.001","stoa0291.stoa001","urn:cts:latinLit:phi0869.phi001"
"https://catalog.digitallatin.org/dll-work/W4203","","orationes","PHI","","","","","Scipio Nasica Serapio, P. Cornelius (Publius Cornelius), -132 B.C.","","","W4203","phi0130.001","","urn:cts:latinLit:phi0130.phi001"
"https://catalog.digitallatin.org/dll-work/W1954","","comoedia","PHI","","","","","Valerius, L., active 53 B.C.","","","W1954","phi0674.001","","urn:cts:latinLit:phi0674.phi001"
"https://catalog.digitallatin.org/dll-work/W2840","","carmina","PHI","","","","","Scaevola, Quintus Mucius","","","W2840","phi0636.001","","urn:cts:latinLit:phi0636.phi001"
"https://catalog.digitallatin.org/dll-work/W4071","","orationes","PHI","","","","","Metellus Numidicus, Q. Caecilius (Quintus Caecilius), active 112 B.C.-91 B.C.","","","W4071","phi0582.001","","urn:cts:latinLit:phi0582.phi001"
"https://catalog.digitallatin.org/dll-work/W4650","","Sacra Argeorum","PHI","","","","","","","","W4650","phi0630.001","","urn:cts:latinLit:phi0630.phi001"
"https://catalog.digitallatin.org/dll-work/W4679","","Tabulae Censoriae","PHI","","","","","","","","W4679","phi0658.001","","urn:cts:latinLit:phi0658.phi001"
"https://catalog.digitallatin.org/dll-work/W4664","","Vita Iuvenalis","PHI","","","","","","","","W4664","phi9969.001","","urn:cts:latinLit:phi9969.phi001"
"https://catalog.digitallatin.org/dll-work/W1603","","oratio","PHI","","","","","Pompeius Rufus, Q., active 63 B.C.-51 B.C.","","","W1603","phi0615.001","","urn:cts:latinLit:phi0615.phi001"
"https://catalog.digitallatin.org/dll-work/W2324","","oratio","PHI","","","","","Dolabella, Publius Cornelius, approximately 80 B.C.-43 B.C.","","","W2324","phi0510.002","","urn:cts:latinLit:phi0510.phi002"
"https://catalog.digitallatin.org/dll-work/W2327","","grammatica","PHI","","","","","Titius grammaticus","","","W2327","phi9254.001","","urn:cts:latinLit:phi9254.phi001"
"https://catalog.digitallatin.org/dll-work/W5351","","De Agri Cultura","PHI","","","","","Saserna","","","W5351","phi0324.001","","urn:cts:latinLit:phi0324.phi001"
"https://catalog.digitallatin.org/dll-work/W232","","carmen","PHI","","","","","Augurinus, Sentius","","","W232","phi1218.001","stoa0257.stoa001","urn:cts:latinLit:phi1218.phi001"
"https://catalog.digitallatin.org/dll-work/W257","","Sententiae","PHI","","","","","Varro, Marcus Terentius","","","W257","phi1041.001","","urn:cts:latinLit:phi1041.phi001"
"https://catalog.digitallatin.org/dll-work/W403","","iurisprudentia, fragmenta","PHI","","","Digesta Iustiniani","","Scaevola, Quintus Mucius, -82 B.C.","","","W403","phi0638.002","","urn:cts:latinLit:phi0638.phi002"
"https://catalog.digitallatin.org/dll-work/W518","","orationes","PHI","","","","","Clodius, Publius, approximately 93 B.C.-52 B.C.","","","W518","phi0487.001","","urn:cts:latinLit:phi0487.phi001"
"https://catalog.digitallatin.org/dll-work/W1389","","oratio","PHI","","","","","Pompeius Rufus, Q. (Quintus), -88 B.C.","","","W1389","phi0614.001","","urn:cts:latinLit:phi0614.phi001"
"https://catalog.digitallatin.org/dll-work/W1478","","oratio","PHI","","","","","Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), approximately 188 B.C.-115 B.C.","","","W1478","phi0109.001","","urn:cts:latinLit:phi0109.phi001"
"https://catalog.digitallatin.org/dll-work/W1745","","grammatica","PHI","","","","","Ennius, Sex.","","","W1745","phi0515.001","","urn:cts:latinLit:phi0515.phi001"
"https://catalog.digitallatin.org/dll-work/W887","","Vetus Testamentum","LLT-A","","Genesis ;Exodus ;Leviticus ;Numeri ;Deuteronomium ;Iosue ;Liber Iudicum;Ruth ;Liber Regum sive Samuelis primus;Liber Regum sive Samuelis secundus;Liber Regum tertius;Liber Regum quartus;Liber primus Paralipomenon;Liber secundus Paralipomenon;Liber Esdrae (sive Ezrae) primus;Liber Esdrae (sive Ezrae) secundus;Tobias;Iudith;Esther ;Iob ;Liber Psalmorum;Liber Proverbiorum;Ecclesiastes ;Canticum Canticorum ;Liber Sapientiae ;Liber Iesu filii Sirach sive Ecclesiasticus ;Isaias ;Hieremias ;Lamentationes ;Baruch;Ezechiel ;Daniel ;Osee ;Ioel ;Amos;Abdias;Ionas ;Michas ;Nahum ;Habacuc ;Sophonias ;Aggaeus ;Zacharias ;Malachias ;Liber primus Macchabaeorum ;Liber secundus Macchabaeorum ","","","Jerome, Saint, 419 or 420","","","W887","","",""
"https://catalog.digitallatin.org/dll-work/W855","","Novum Testamentum","LLT-A","","Evangelium secundum Matthaeum ;Evangelium secundum Marcum ;Evangelium secundum Lucam ;Evangelium secundum Iohannem ;Liber Actuum Apostolorum;Epistula Pauli ad Romanos ;Epistula Pauli ad Corinthios I ;Epistula Pauli ad Corinthios II ;Epistula Pauli ad Galatas ;Epistula Pauli ad Ephesios ;Epistula Pauli ad Philippenses ;Epistula Pauli ad Colossenses ;Epistula Pauli ad Thessalonicenses I ;Epistula Pauli ad Thessalonicenses II ;Epistula Pauli ad Timotheum I ;Epistula Pauli ad Timotheum II ;Epistula Pauli ad Titum ;Epistula Pauli ad Philemonem ;Epistula Pauli ad Hebraeos ;Epistula Iacobi ;Epistula Petri I ;Epistula Petri II ;Epistula Iohannis I ;Epistula Iohannis II ;Epistula Iohannis III ;Epistula Iudae ;Apocalypsis","","","Jerome, Saint, 419 or 420","","","W855","","",""
"https://catalog.digitallatin.org/dll-work/W864","","","LLT-A","","Oratio Manasse ;Liber Esdrae (sive Ezrae) III;Liber Esdrae (sive Ezrae) IIII;Psalmus CLI ;Epistula Pauli ad Laodicenses ","Biblia Sacra Vulgata","","Jerome, Saint, 419 or 420","","","W864","","",""
"https://catalog.digitallatin.org/dll-work/W932","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W932","","",""
"https://catalog.digitallatin.org/dll-work/W5250","","Liber Malachim","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W5250","","",""
"https://catalog.digitallatin.org/dll-work/W5251","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W5251","","",""
"https://catalog.digitallatin.org/dll-work/W5249","","Malachi","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W5249","","",""
"https://catalog.digitallatin.org/dll-work/W928","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W928","","",""
"https://catalog.digitallatin.org/dll-work/W962","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W962","","",""
"https://catalog.digitallatin.org/dll-work/W968","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W968","","",""
"https://catalog.digitallatin.org/dll-work/W969","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W969","","",""
"https://catalog.digitallatin.org/dll-work/W903","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W903","","",""
"https://catalog.digitallatin.org/dll-work/W942","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W942","","",""
"https://catalog.digitallatin.org/dll-work/W910","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W910","","",""
"https://catalog.digitallatin.org/dll-work/W922","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W922","","",""
"https://catalog.digitallatin.org/dll-work/W904","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W904","","",""
"https://catalog.digitallatin.org/dll-work/W944","","Iudicum","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W944","","",""
"https://catalog.digitallatin.org/dll-work/W911","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W911","","",""
"https://catalog.digitallatin.org/dll-work/W919","","I Samuhel","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W919","","",""
"https://catalog.digitallatin.org/dll-work/W929","","II Samuhel","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W929","","",""
"https://catalog.digitallatin.org/dll-work/W938","","Liber Malachim","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W938","","",""
"https://catalog.digitallatin.org/dll-work/W956","","Verba Dierum;Liber I Chronicorum","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W956","","",""
"https://catalog.digitallatin.org/dll-work/W916","","Verba Dierum;Liber II Chronicorum","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W916","","",""
"https://catalog.digitallatin.org/dll-work/W926","","Ezras","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W926","","",""
"https://catalog.digitallatin.org/dll-work/W936","","Verba Nehemiae;Ezras","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W936","","",""
"https://catalog.digitallatin.org/dll-work/W907","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W907","","",""
"https://catalog.digitallatin.org/dll-work/W951","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W951","","",""
"https://catalog.digitallatin.org/dll-work/W914","","Hester","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W914","","",""
"https://catalog.digitallatin.org/dll-work/W923","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W923","","",""
"https://catalog.digitallatin.org/dll-work/W933","","Psalmi","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W933","","",""
"https://catalog.digitallatin.org/dll-work/W905","","Libri Salomonis;Proverbia","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W905","","",""
"https://catalog.digitallatin.org/dll-work/W946","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W946","","",""
"https://catalog.digitallatin.org/dll-work/W912","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W912","","",""
"https://catalog.digitallatin.org/dll-work/W920","","Sapientia","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W920","","",""
"https://catalog.digitallatin.org/dll-work/W930","","Sirach;Ecclesiasticus","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W930","","",""
"https://catalog.digitallatin.org/dll-work/W893","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W893","","",""
"https://catalog.digitallatin.org/dll-work/W958","","Threni","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W958","","",""
"https://catalog.digitallatin.org/dll-work/W917","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W917","","",""
"https://catalog.digitallatin.org/dll-work/W927","","Hiezechiel","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W927","","",""
"https://catalog.digitallatin.org/dll-work/W937","","Danihel","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W937","","",""
"https://catalog.digitallatin.org/dll-work/W908","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W908","","",""
"https://catalog.digitallatin.org/dll-work/W953","","Iohel","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W953","","",""
"https://catalog.digitallatin.org/dll-work/W915","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W915","","",""
"https://catalog.digitallatin.org/dll-work/W924","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W924","","",""
"https://catalog.digitallatin.org/dll-work/W934","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W934","","",""
"https://catalog.digitallatin.org/dll-work/W906","","Micha","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W906","","",""
"https://catalog.digitallatin.org/dll-work/W947","","Naum","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W947","","",""
"https://catalog.digitallatin.org/dll-work/W913","","Abacuc","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W913","","",""
"https://catalog.digitallatin.org/dll-work/W921","","Sofonias","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W921","","",""
"https://catalog.digitallatin.org/dll-work/W931","","Aggeus","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W931","","",""
"https://catalog.digitallatin.org/dll-work/W901","","Zaccharias","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W901","","",""
"https://catalog.digitallatin.org/dll-work/W909","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W909","","",""
"https://catalog.digitallatin.org/dll-work/W918","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum)","","Jerome, Saint, 419 or 420","","","W918","","",""
"https://catalog.digitallatin.org/dll-work/W935","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W935","","",""
"https://catalog.digitallatin.org/dll-work/W5252","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W5252","","",""
"https://catalog.digitallatin.org/dll-work/W5254","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W5254","","",""
"https://catalog.digitallatin.org/dll-work/W5253","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W5253","","",""
"https://catalog.digitallatin.org/dll-work/W886","","Actus Apostolorum","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W886","","",""
"https://catalog.digitallatin.org/dll-work/W925","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W925","","",""
"https://catalog.digitallatin.org/dll-work/W902","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W902","","",""
"https://catalog.digitallatin.org/dll-work/W883","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W883","","",""
"https://catalog.digitallatin.org/dll-work/W851","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W851","","",""
"https://catalog.digitallatin.org/dll-work/W860","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W860","","",""
"https://catalog.digitallatin.org/dll-work/W869","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W869","","",""
"https://catalog.digitallatin.org/dll-work/W847","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W847","","",""
"https://catalog.digitallatin.org/dll-work/W879","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W879","","",""
"https://catalog.digitallatin.org/dll-work/W849","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W849","","",""
"https://catalog.digitallatin.org/dll-work/W858","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W858","","",""
"https://catalog.digitallatin.org/dll-work/W867","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W867","","",""
"https://catalog.digitallatin.org/dll-work/W875","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W875","","",""
"https://catalog.digitallatin.org/dll-work/W888","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W888","","",""
"https://catalog.digitallatin.org/dll-work/W857","","","LLT-A","","","Biblia Sacra Vulgata;Biblia sacra iuxta Vulgatam versionem (Novum Testamentum)","","Jerome, Saint, 419 or 420","","","W857","","",""
