Author,Title,DLL Identifier,DLL Page Link
"Sulpicius Rufus, Servius, -43 B.C.",Iurisprudentia,W4010,https://catalog.digitallatin.org/dll-work/W4010
"Sulpicius Rufus, Servius, -43 B.C.",Oratio,W4013,https://catalog.digitallatin.org/dll-work/W4013
"Sulpicius, Victor",Institutiones oratoriae,W3534,https://catalog.digitallatin.org/dll-work/W3534
"Sylvester II, Pope",Canon vel Constitutio 'Qualiter Ecclesiastici Gradus Custodiantur',W5196,https://catalog.digitallatin.org/dll-work/W5196
"Sylvester II, Pope",Fragmenta,W162,https://catalog.digitallatin.org/dll-work/W162
"Sylvester II, Pope",Varia Dubiae Auctoritatis Scripta,W161,https://catalog.digitallatin.org/dll-work/W161
"Symmachus, L. Aurelius Avianus, -approximately 376",Carmina (l. Aurel. Avianius symmachus),W3436,https://catalog.digitallatin.org/dll-work/W3436
"Symmachus, Pope",Epistolae et Decreta,W758,https://catalog.digitallatin.org/dll-work/W758
"Symmachus, Quintus Aurelius, approximately 340-402",Carmina,W3541,https://catalog.digitallatin.org/dll-work/W3541
"Symmachus, Quintus Aurelius, approximately 340-402",Epistulae,W3547,https://catalog.digitallatin.org/dll-work/W3547
"Symmachus, Quintus Aurelius, approximately 340-402",Fragmenta,W3519,https://catalog.digitallatin.org/dll-work/W3519
"Symmachus, Quintus Aurelius, approximately 340-402",Laudes in Gratianum  Augustum,W3576,https://catalog.digitallatin.org/dll-work/W3576
"Symmachus, Quintus Aurelius, approximately 340-402",Laudes in Patres,W3552,https://catalog.digitallatin.org/dll-work/W3552
"Symmachus, Quintus Aurelius, approximately 340-402",Laudes in Valentinianum Seniorem Augustum I and II,W3537,https://catalog.digitallatin.org/dll-work/W3537
"Symmachus, Quintus Aurelius, approximately 340-402",Oratio pro Flavio Severo,W3545,https://catalog.digitallatin.org/dll-work/W3545
"Symmachus, Quintus Aurelius, approximately 340-402",Oratio pro Patres,W3516,https://catalog.digitallatin.org/dll-work/W3516
"Symmachus, Quintus Aurelius, approximately 340-402",Oratio pro Synesio,W3573,https://catalog.digitallatin.org/dll-work/W3573
"Symmachus, Quintus Aurelius, approximately 340-402",Oratio pro Trygetio,W3551,https://catalog.digitallatin.org/dll-work/W3551
"Symmachus, Quintus Aurelius, approximately 340-402",Oratio pro Valerio Fortunato,W3533,https://catalog.digitallatin.org/dll-work/W3533
"Symmachus, Quintus Aurelius, approximately 340-402",Relationes,W3542,https://catalog.digitallatin.org/dll-work/W3542
"Symphorian, of Autun, Saint",Passio Leudegarii ep. Augustodunensis I,W1187,https://catalog.digitallatin.org/dll-work/W1187
"Symphosius, Caelius Firmianus",Aenigmata seu Centum epigrammata tristicha aenigmatica,W1757,https://catalog.digitallatin.org/dll-work/W1757
"Tacitus, Cornelius",Annales,W3772,https://catalog.digitallatin.org/dll-work/W3772
"Tacitus, Cornelius",De Origine et Situ Germanorum,W4943,https://catalog.digitallatin.org/dll-work/W4943
"Tacitus, Cornelius",De Vita Iulii Agricolae,W3778,https://catalog.digitallatin.org/dll-work/W3778
"Tacitus, Cornelius",Dialogus de Oratoribus,W3786,https://catalog.digitallatin.org/dll-work/W3786
"Tacitus, Cornelius",Historiae,W3763,https://catalog.digitallatin.org/dll-work/W3763
"Taio, of Zaragoza",De Visione Taionis Episcopus,W3568,https://catalog.digitallatin.org/dll-work/W3568
"Taio, of Zaragoza",Epistolae,W3602,https://catalog.digitallatin.org/dll-work/W3602
"Taio, of Zaragoza",Epistula ad Eugenium,W3590,https://catalog.digitallatin.org/dll-work/W3590
"Taio, of Zaragoza",Sententiarum Libri Quinque,W3609,https://catalog.digitallatin.org/dll-work/W3609
"Tamayo de Vargas, Tomás, 1588-1641",Apospasmaton De Rebus Emeritensibus Ex Hispania Antiqua,W4111,https://catalog.digitallatin.org/dll-work/W4111
Tanusius Geminus 1st century?,Historia,W267,https://catalog.digitallatin.org/dll-work/W267
Tarquitius Priscus,"De Disciplina Etrusca, frr.",W3790,https://catalog.digitallatin.org/dll-work/W3790
Tarra Monachus,Epistola Ad Recaredum Regem,W1940,https://catalog.digitallatin.org/dll-work/W1940
"Tarruntenus Paternus, active 2nd century A.D.",Iurisprudentia,W2474,https://catalog.digitallatin.org/dll-work/W2474
"Tasso, Torquato, 1544-1595",Note a De Caelo di Aristotele,W4100,https://catalog.digitallatin.org/dll-work/W4100
"Tatwin, Saint",Aenigmata,W4066,https://catalog.digitallatin.org/dll-work/W4066
"Tatwin, Saint",Ars grammatica,W4933,https://catalog.digitallatin.org/dll-work/W4933
Terence,Adelphoe,W3338,https://catalog.digitallatin.org/dll-work/W3338
Terence,Andria,W3313,https://catalog.digitallatin.org/dll-work/W3313
Terence,Eunuchus,W3300,https://catalog.digitallatin.org/dll-work/W3300
Terence,Heauton Timorumenos,W5332,https://catalog.digitallatin.org/dll-work/W5332
Terence,Hecyra,W3280,https://catalog.digitallatin.org/dll-work/W3280
Terence,Phormio,W3336,https://catalog.digitallatin.org/dll-work/W3336
Terentianus Maurus,"De litteris, de metris, de syllabis",W2447,https://catalog.digitallatin.org/dll-work/W2447
"Terentius Scaurus, Q. (Quintus)",De Adverbio et Praeposit.,W4328,https://catalog.digitallatin.org/dll-work/W4328
"Terentius Scaurus, Q. (Quintus)",De ordinatione partium orationis (dub.),W4334,https://catalog.digitallatin.org/dll-work/W4334
"Terentius Scaurus, Q. (Quintus)",De Orthographia,W4368,https://catalog.digitallatin.org/dll-work/W4368
"Terentius Scaurus, Q. (Quintus)",fr. in codice Parisino 7520,W4373,https://catalog.digitallatin.org/dll-work/W4373
Tertullian,Ad martyras,W4969,https://catalog.digitallatin.org/dll-work/W4969
Tertullian,Ad nationes,W3220,https://catalog.digitallatin.org/dll-work/W3220
Tertullian,Ad Scapulam,W3221,https://catalog.digitallatin.org/dll-work/W3221
Tertullian,"Ad senatorem, ex Christiana religione ad idolorum servitutem conversum",W3196,https://catalog.digitallatin.org/dll-work/W3196
Tertullian,Ad uxorem,W3167,https://catalog.digitallatin.org/dll-work/W3167
Tertullian,Aduersus Apelleiacos,W4974,https://catalog.digitallatin.org/dll-work/W4974
Tertullian,Aduersus Hermogenem,W3198,https://catalog.digitallatin.org/dll-work/W3198
Tertullian,Aduersus Iudaeos,W3205,https://catalog.digitallatin.org/dll-work/W3205
Tertullian,Aduersus Marcionem,W3214,https://catalog.digitallatin.org/dll-work/W3214
Tertullian,Aduersus Praxean,W3188,https://catalog.digitallatin.org/dll-work/W3188
Tertullian,Aduersus Valentinianos,W4972,https://catalog.digitallatin.org/dll-work/W4972
Tertullian,Adversus Omnes Haereses,W3225,https://catalog.digitallatin.org/dll-work/W3225
Tertullian,Apologeticum,W3203,https://catalog.digitallatin.org/dll-work/W3203
Tertullian,Carmen adversus Marcionitas,W3212,https://catalog.digitallatin.org/dll-work/W3212
Tertullian,De anima,W3184,https://catalog.digitallatin.org/dll-work/W3184
Tertullian,De baptismo,W3193,https://catalog.digitallatin.org/dll-work/W3193
Tertullian,De carne Christi,W3248,https://catalog.digitallatin.org/dll-work/W3248
Tertullian,De censu animae contra Hermogenem (fragmenta apud 'Praedestinatum' seruata),W3201,https://catalog.digitallatin.org/dll-work/W3201
Tertullian,De corona,W3208,https://catalog.digitallatin.org/dll-work/W3208
Tertullian,De cultu feminarum,W3216,https://catalog.digitallatin.org/dll-work/W3216
Tertullian,De execrandis gentis diis,W3190,https://catalog.digitallatin.org/dll-work/W3190
Tertullian,De exhortatione castitatis,W4975,https://catalog.digitallatin.org/dll-work/W4975
Tertullian,De exstasi (fragmentum apud 'Praedestinatum' seruatum),W3199,https://catalog.digitallatin.org/dll-work/W3199
Tertullian,De fato,W3206,https://catalog.digitallatin.org/dll-work/W3206
Tertullian,De fuga in persecutione,W3215,https://catalog.digitallatin.org/dll-work/W3215
Tertullian,De idololatria,W3186,https://catalog.digitallatin.org/dll-work/W3186
Tertullian,De ieiunio aduersus psychicos,W4970,https://catalog.digitallatin.org/dll-work/W4970
Tertullian,De Iona et Ninive,W3223,https://catalog.digitallatin.org/dll-work/W3223
Tertullian,De Iudicio Domini,W3202,https://catalog.digitallatin.org/dll-work/W3202
Tertullian,De Ligno Vitae,W3210,https://catalog.digitallatin.org/dll-work/W3210
Tertullian,De monogamia,W3181,https://catalog.digitallatin.org/dll-work/W3181
Tertullian,De oratione,W3191,https://catalog.digitallatin.org/dll-work/W3191
Tertullian,De paenitentia,W3222,https://catalog.digitallatin.org/dll-work/W3222
Tertullian,De pallio,W3200,https://catalog.digitallatin.org/dll-work/W3200
Tertullian,De patientia,W3207,https://catalog.digitallatin.org/dll-work/W3207
Tertullian,De praescriptione haereticorum,W3178,https://catalog.digitallatin.org/dll-work/W3178
Tertullian,De pudicitia,W3189,https://catalog.digitallatin.org/dll-work/W3189
Tertullian,De resurrectione mortuorum,W4973,https://catalog.digitallatin.org/dll-work/W4973
Tertullian,De spectaculis,W3197,https://catalog.digitallatin.org/dll-work/W3197
Tertullian,De testimonio animae,W3204,https://catalog.digitallatin.org/dll-work/W3204
Tertullian,De virginibus velandis,W3213,https://catalog.digitallatin.org/dll-work/W3213
Tertullian,Genesis,W3187,https://catalog.digitallatin.org/dll-work/W3187
Tertullian,Passio Perpetuae et Felicitatis,W4971,https://catalog.digitallatin.org/dll-work/W4971
Tertullian,Scorpiace,W3224,https://catalog.digitallatin.org/dll-work/W3224
"Thangmar, of Hildesheim",Vita Bernwardi episcopi Hildesheimensis,W2419,https://catalog.digitallatin.org/dll-work/W2419
"Thegan, Chorepiscopus of Trier, approximately 800-",Gesta Hludowici imperatoris,W2003,https://catalog.digitallatin.org/dll-work/W2003
"Theobaldus, Episcopus",Physiologus,W3711,https://catalog.digitallatin.org/dll-work/W3711
"Theodoric, King of the Ostrogoths, 454?-526",Ad Theodoricum Regem Relatio Episcoporum,W5307,https://catalog.digitallatin.org/dll-work/W5307
"Theodoric, King of the Ostrogoths, 454?-526",Praeceptio Altera Missa Ad Synodum,W2677,https://catalog.digitallatin.org/dll-work/W2677
"Theodoric, King of the Ostrogoths, 454?-526",Praeceptio Missa Per Germanum et Carosum Episcopum,W2658,https://catalog.digitallatin.org/dll-work/W2658
"Theodoric, King of the Ostrogoths, 454?-526",Praeceptio Quarta,W2665,https://catalog.digitallatin.org/dll-work/W2665
"Theodoric, King of the Ostrogoths, 454?-526",Praeceptio Tertia,W2696,https://catalog.digitallatin.org/dll-work/W2696
"Theodoric, King of the Ostrogoths, 454?-526",Synodo Ecclesiasticae Vir Spectabilis Anagnosticus Regis,W5305,https://catalog.digitallatin.org/dll-work/W5305
"Theodoric, of Sint-Truiden",De cane,W254,https://catalog.digitallatin.org/dll-work/W254
"Theodoric, of Sint-Truiden",De fratre suo nummo,W233,https://catalog.digitallatin.org/dll-work/W233
"Theodoric, of Sint-Truiden",De mirabilibus mundi,W208,https://catalog.digitallatin.org/dll-work/W208
"Theodoric, of Sint-Truiden",De turre Athenis constructa,W275,https://catalog.digitallatin.org/dll-work/W275
"Theodoric, of Sint-Truiden",Excerpta Solini,W250,https://catalog.digitallatin.org/dll-work/W250
"Theodoric, of Sint-Truiden",Quid suum uirtutis,W251,https://catalog.digitallatin.org/dll-work/W251
"Theodoric, of Sint-Truiden",Sermo de translatione Trudonis et Eucherii,W252,https://catalog.digitallatin.org/dll-work/W252
"Theodoric, of Sint-Truiden",Vita Bauonis Gandensis (uita tertia),W258,https://catalog.digitallatin.org/dll-work/W258
"Theodoric, of Sint-Truiden",Vita Bavonis,W203,https://catalog.digitallatin.org/dll-work/W203
"Theodoric, of Sint-Truiden",Vita Landradae Belisiensis,W205,https://catalog.digitallatin.org/dll-work/W205
"Theodoric, of Sint-Truiden",Vita Rumoldi Mechliniensis,W268,https://catalog.digitallatin.org/dll-work/W268
"Theodoric, of Sint-Truiden",Vita Trudonis Hasbaniensis (uita secunda),W248,https://catalog.digitallatin.org/dll-work/W248
"Theodoric, of Trier",Ex Miraculis S. Celsi,W2446,https://catalog.digitallatin.org/dll-work/W2446
"Theodoric, of Trier",Ex Translatione S. Celsi,W2453,https://catalog.digitallatin.org/dll-work/W2453
"Theodosius I, Emperor of Rome",Selecta Thedosii De Religione Decreta,W2672,https://catalog.digitallatin.org/dll-work/W2672
"Theodosius II, Emperor of Rome",Codex Theodosianus,W3644,https://catalog.digitallatin.org/dll-work/W3644
"Theodosius, active 6th century",De Situ Terrae Sanctae,W3315,https://catalog.digitallatin.org/dll-work/W3315
"Theodricus, active 12th century",Peregrinatio,W351,https://catalog.digitallatin.org/dll-work/W351
"Theodulf, Bishop of Orléans",Capitula 1-2,W596,https://catalog.digitallatin.org/dll-work/W596
"Theodulf, Bishop of Orléans",Carmina,W613,https://catalog.digitallatin.org/dll-work/W613
"Theodulf, Bishop of Orléans",Carmina. Appendix,W619,https://catalog.digitallatin.org/dll-work/W619
"Theodulf, Bishop of Orléans",Commemoratorium de Apocalypsi Iohannis apostoli a Theodulpho auctum,W585,https://catalog.digitallatin.org/dll-work/W585
"Thessalus, of Tralles",De plantis duodecim signis et septem planetis subiectis,W1109,https://catalog.digitallatin.org/dll-work/W1109
"Thietmar, von Merseburg, Bishop of Merseburg",Chronicon,W404,https://catalog.digitallatin.org/dll-work/W404
"Thietmar, von Merseburg, Bishop of Merseburg",Chronicon: Recensio Corbeiensis,W5169,https://catalog.digitallatin.org/dll-work/W5169
"Thiofrid, Abbot of Echternach",Flores epitaphii sanctorum,W1644,https://catalog.digitallatin.org/dll-work/W1644
"Thiofrid, Abbot of Echternach",Vita Sancti Willibrordi,W1608,https://catalog.digitallatin.org/dll-work/W1608
Thomas Monumetensis ca. 1170,Vita et Miracula S. Willelmi Nordovicensis,W3426,https://catalog.digitallatin.org/dll-work/W3426
Thomas of Celano 1190-1260,Dies Irae,W2052,https://catalog.digitallatin.org/dll-work/W2052
"Thomas, à Kempis, 1380-1471",Breuis admonitio spiritualis exercitii,W5317,https://catalog.digitallatin.org/dll-work/W5317
"Thomas, à Kempis, 1380-1471",Cantica,W3009,https://catalog.digitallatin.org/dll-work/W3009
"Thomas, à Kempis, 1380-1471",Chronica montis sanctae Agnetis,W3035,https://catalog.digitallatin.org/dll-work/W3035
"Thomas, à Kempis, 1380-1471",Consolatio pauperum,W3045,https://catalog.digitallatin.org/dll-work/W3045
"Thomas, à Kempis, 1380-1471",De bona pacifica uita,W3018,https://catalog.digitallatin.org/dll-work/W3018
"Thomas, à Kempis, 1380-1471",De eleuatione mentis,W5314,https://catalog.digitallatin.org/dll-work/W5314
"Thomas, à Kempis, 1380-1471",De imitatione Christi,W3005,https://catalog.digitallatin.org/dll-work/W3005
"Thomas, à Kempis, 1380-1471",De mortificata uita,W3030,https://catalog.digitallatin.org/dll-work/W3030
"Thomas, à Kempis, 1380-1471",De paupertate humilitate et patientia,W3039,https://catalog.digitallatin.org/dll-work/W3039
"Thomas, à Kempis, 1380-1471",De resurrectione orationes in duas partes sectae,W3014,https://catalog.digitallatin.org/dll-work/W3014
"Thomas, à Kempis, 1380-1471",De uera compunctione cordis,W5311,https://catalog.digitallatin.org/dll-work/W5311
"Thomas, à Kempis, 1380-1471",De uita et beneficiis saluatoris Iesu Christi deuotissimae meditationes cum gratiarum actione,W5320,https://catalog.digitallatin.org/dll-work/W5320
"Thomas, à Kempis, 1380-1471",Dialogi nouiciorum,W3028,https://catalog.digitallatin.org/dll-work/W3028
"Thomas, à Kempis, 1380-1471",Doctrinale iuuenum,W3036,https://catalog.digitallatin.org/dll-work/W3036
"Thomas, à Kempis, 1380-1471",Epistula ad quendam a ministerio suo absolutum de recommendatione solitudinis et custodia silentii,W3012,https://catalog.digitallatin.org/dll-work/W3012
"Thomas, à Kempis, 1380-1471",Epistula ad quendam cellerarium,W3019,https://catalog.digitallatin.org/dll-work/W3019
"Thomas, à Kempis, 1380-1471",Epistula deuota ad quendam regularem,W5318,https://catalog.digitallatin.org/dll-work/W5318
"Thomas, à Kempis, 1380-1471",Epistulae,W2962,https://catalog.digitallatin.org/dll-work/W2962
"Thomas, à Kempis, 1380-1471",Epitaphium monachorum,W3033,https://catalog.digitallatin.org/dll-work/W3033
"Thomas, à Kempis, 1380-1471",Hortulus rosarum,W3042,https://catalog.digitallatin.org/dll-work/W3042
"Thomas, à Kempis, 1380-1471",Hospitale pauperum,W3017,https://catalog.digitallatin.org/dll-work/W3017
"Thomas, à Kempis, 1380-1471",Libellus de disciplina claustralium,W5315,https://catalog.digitallatin.org/dll-work/W5315
"Thomas, à Kempis, 1380-1471",Libellus de recognitione propriae fragilitatis,W3003,https://catalog.digitallatin.org/dll-work/W3003
"Thomas, à Kempis, 1380-1471",Libellus spiritualis exercitii,W3031,https://catalog.digitallatin.org/dll-work/W3031
"Thomas, à Kempis, 1380-1471",Manuale paruulorum,W3040,https://catalog.digitallatin.org/dll-work/W3040
"Thomas, à Kempis, 1380-1471",Meditatio de incarnatione Christi,W3016,https://catalog.digitallatin.org/dll-work/W3016
"Thomas, à Kempis, 1380-1471",Orationes de passione Domini et beata uirgine et aliis sanctis,W5312,https://catalog.digitallatin.org/dll-work/W5312
"Thomas, à Kempis, 1380-1471",Paruum alphabetum monachi,W3002,https://catalog.digitallatin.org/dll-work/W3002
"Thomas, à Kempis, 1380-1471",Recommendatio humilitatis,W3029,https://catalog.digitallatin.org/dll-work/W3029
"Thomas, à Kempis, 1380-1471",Sermones ad nouicios regulares,W3037,https://catalog.digitallatin.org/dll-work/W3037
"Thomas, à Kempis, 1380-1471",Sermones de uita et passione Domini scilicet ab aduentu Domini,W3013,https://catalog.digitallatin.org/dll-work/W3013
"Thomas, à Kempis, 1380-1471",Sermones deuoti,W3020,https://catalog.digitallatin.org/dll-work/W3020
"Thomas, à Kempis, 1380-1471",Soliloquium animae,W5319,https://catalog.digitallatin.org/dll-work/W5319
"Thomas, à Kempis, 1380-1471",Vallis liliorum,W3007,https://catalog.digitallatin.org/dll-work/W3007
"Thomas, à Kempis, 1380-1471",Vita boni monachi,W3034,https://catalog.digitallatin.org/dll-work/W3034
"Thomas, à Kempis, 1380-1471",Vita Lidewigis uirginis,W3043,https://catalog.digitallatin.org/dll-work/W3043
"Thomas, Aquinas, Saint",Breue principium,W89,https://catalog.digitallatin.org/dll-work/W89
"Thomas, Aquinas, Saint",Catena Aurea,W4,https://catalog.digitallatin.org/dll-work/W4
"Thomas, Aquinas, Saint",Catena aurea in Iohannem,W88,https://catalog.digitallatin.org/dll-work/W88
"Thomas, Aquinas, Saint",Catena aurea in Lucam,W64,https://catalog.digitallatin.org/dll-work/W64
"Thomas, Aquinas, Saint",Catena aurea in Marcum,W63,https://catalog.digitallatin.org/dll-work/W63
"Thomas, Aquinas, Saint",Catena aurea in Matthaeum,W62,https://catalog.digitallatin.org/dll-work/W62
"Thomas, Aquinas, Saint",Commentari in Boethii De Consolatione Philosophiae,W3,https://catalog.digitallatin.org/dll-work/W3
"Thomas, Aquinas, Saint",Compendium theologiae,W87,https://catalog.digitallatin.org/dll-work/W87
"Thomas, Aquinas, Saint",Contra doctrinam retrahentium a religione,W86,https://catalog.digitallatin.org/dll-work/W86
"Thomas, Aquinas, Saint",Contra errores Graecorum,W61,https://catalog.digitallatin.org/dll-work/W61
"Thomas, Aquinas, Saint",Contra impugnantes Dei cultum et religionem,W60,https://catalog.digitallatin.org/dll-work/W60
"Thomas, Aquinas, Saint",De aeternitate mundi,W59,https://catalog.digitallatin.org/dll-work/W59
"Thomas, Aquinas, Saint",De articulis fidei et Ecclesiae sacramentis ad archiepiscopum Panormitanum,W85,https://catalog.digitallatin.org/dll-work/W85
"Thomas, Aquinas, Saint",De duobus praeceptis caritatis reportatio,W84,https://catalog.digitallatin.org/dll-work/W84
"Thomas, Aquinas, Saint",De emptione et uenditione ad tempus,W58,https://catalog.digitallatin.org/dll-work/W58
"Thomas, Aquinas, Saint",De ente et essentia,W57,https://catalog.digitallatin.org/dll-work/W57
"Thomas, Aquinas, Saint",De forma absolutionis paenitentiae sacramentalis ad Magistrum Ordinis,W56,https://catalog.digitallatin.org/dll-work/W56
"Thomas, Aquinas, Saint",De iudiciis astrorum,W55,https://catalog.digitallatin.org/dll-work/W55
"Thomas, Aquinas, Saint",De mixtione elementorum,W83,https://catalog.digitallatin.org/dll-work/W83
"Thomas, Aquinas, Saint",De motu cordis ad magistrum Philippum de Castro Caeli,W114,https://catalog.digitallatin.org/dll-work/W114
"Thomas, Aquinas, Saint",De occultis operibus naturae,W5204,https://catalog.digitallatin.org/dll-work/W5204
"Thomas, Aquinas, Saint",De perfectione spiritualis uitae,W113,https://catalog.digitallatin.org/dll-work/W113
"Thomas, Aquinas, Saint",De principiis naturae ad fratrem Sylvestrum,W82,https://catalog.digitallatin.org/dll-work/W82
"Thomas, Aquinas, Saint",De principio indiuiduationis (dub.),W2,https://catalog.digitallatin.org/dll-work/W2
"Thomas, Aquinas, Saint",De rationibus fidei ad Cantorem Antiochenum,W135,https://catalog.digitallatin.org/dll-work/W135
"Thomas, Aquinas, Saint",De regimine Iudaeorum,W112,https://catalog.digitallatin.org/dll-work/W112
"Thomas, Aquinas, Saint",De regimine principum,W111,https://catalog.digitallatin.org/dll-work/W111
"Thomas, Aquinas, Saint",De sortibus,W110,https://catalog.digitallatin.org/dll-work/W110
"Thomas, Aquinas, Saint",De substantiis separatis,W81,https://catalog.digitallatin.org/dll-work/W81
"Thomas, Aquinas, Saint",De unitate intellectus contra Auerroistas,W134,https://catalog.digitallatin.org/dll-work/W134
"Thomas, Aquinas, Saint",Expositio super Isaiam ad litteram,W5212,https://catalog.digitallatin.org/dll-work/W5212
"Thomas, Aquinas, Saint",Expositio super Isaiam ad litteram,W109,https://catalog.digitallatin.org/dll-work/W109
"Thomas, Aquinas, Saint",In Aristotelis De anima librum I reportatio,W108,https://catalog.digitallatin.org/dll-work/W108
"Thomas, Aquinas, Saint",In Aristotelis libros De anima II et III,W107,https://catalog.digitallatin.org/dll-work/W107
"Thomas, Aquinas, Saint",In Aristotelis libros De caelo et mundo,W106,https://catalog.digitallatin.org/dll-work/W106
"Thomas, Aquinas, Saint",In Aristotelis libros De generatione et corruptione,W80,https://catalog.digitallatin.org/dll-work/W80
"Thomas, Aquinas, Saint",In Aristotelis libros Metaphysicorum,W105,https://catalog.digitallatin.org/dll-work/W105
"Thomas, Aquinas, Saint",In Aristotelis libros Meteorologicorum expositio,W104,https://catalog.digitallatin.org/dll-work/W104
"Thomas, Aquinas, Saint",In Aristotelis libros Peri hermeneias,W103,https://catalog.digitallatin.org/dll-work/W103
"Thomas, Aquinas, Saint",In Aristotelis libros Physicorum,W102,https://catalog.digitallatin.org/dll-work/W102
"Thomas, Aquinas, Saint",In Aristotelis libros Posteriorum Analyticorum,W79,https://catalog.digitallatin.org/dll-work/W79
"Thomas, Aquinas, Saint",In Aristotelis librum De memoria et reminiscentia,W133,https://catalog.digitallatin.org/dll-work/W133
"Thomas, Aquinas, Saint",In Aristotelis librum De sensu et sensato,W101,https://catalog.digitallatin.org/dll-work/W101
"Thomas, Aquinas, Saint",In Boethii De hebdomadibus,W100,https://catalog.digitallatin.org/dll-work/W100
"Thomas, Aquinas, Saint",In Dionysii De diuinis nominibus,W99,https://catalog.digitallatin.org/dll-work/W99
"Thomas, Aquinas, Saint",In Hieremiam,W78,https://catalog.digitallatin.org/dll-work/W78
"Thomas, Aquinas, Saint",In I Sententiarum,W132,https://catalog.digitallatin.org/dll-work/W132
"Thomas, Aquinas, Saint",In II Sententiarum,W123,https://catalog.digitallatin.org/dll-work/W123
"Thomas, Aquinas, Saint",In III Sententiarum,W11,https://catalog.digitallatin.org/dll-work/W11
"Thomas, Aquinas, Saint",In Iob,W10,https://catalog.digitallatin.org/dll-work/W10
"Thomas, Aquinas, Saint",In IV Sententiarum,W5207,https://catalog.digitallatin.org/dll-work/W5207
"Thomas, Aquinas, Saint",In librum Boethii De trinitate,W5213,https://catalog.digitallatin.org/dll-work/W5213
"Thomas, Aquinas, Saint",In librum De causis,W5217,https://catalog.digitallatin.org/dll-work/W5217
"Thomas, Aquinas, Saint",In orationem dominicam reportatio,W9,https://catalog.digitallatin.org/dll-work/W9
"Thomas, Aquinas, Saint",In Psalmos reportatio,W8,https://catalog.digitallatin.org/dll-work/W8
"Thomas, Aquinas, Saint",In salutationem angelicam reportatio,W26,https://catalog.digitallatin.org/dll-work/W26
"Thomas, Aquinas, Saint",In Symbolum apostolorum reportatio,W5211,https://catalog.digitallatin.org/dll-work/W5211
"Thomas, Aquinas, Saint",In Threnos Hieremiae,W122,https://catalog.digitallatin.org/dll-work/W122
"Thomas, Aquinas, Saint",Lectura romana in primum Sententiarum Petri Lombardi,W5216,https://catalog.digitallatin.org/dll-work/W5216
"Thomas, Aquinas, Saint",Officium de festo corporis Christi,W94,https://catalog.digitallatin.org/dll-work/W94
"Thomas, Aquinas, Saint",Principium biblicum,W93,https://catalog.digitallatin.org/dll-work/W93
"Thomas, Aquinas, Saint",Quaestiones disputatae de anima,W25,https://catalog.digitallatin.org/dll-work/W25
"Thomas, Aquinas, Saint",Quaestiones disputatae de malo,W77,https://catalog.digitallatin.org/dll-work/W77
"Thomas, Aquinas, Saint",Quaestiones disputatae de potentia,W54,https://catalog.digitallatin.org/dll-work/W54
"Thomas, Aquinas, Saint",Quaestiones disputatae de ueritate,W53,https://catalog.digitallatin.org/dll-work/W53
"Thomas, Aquinas, Saint",Quaestiones disputatae de uirtutibus,W52,https://catalog.digitallatin.org/dll-work/W52
"Thomas, Aquinas, Saint",Quodlibeta I–XI,W76,https://catalog.digitallatin.org/dll-work/W76
"Thomas, Aquinas, Saint",Quodlibetum XII (reportatio),W75,https://catalog.digitallatin.org/dll-work/W75
"Thomas, Aquinas, Saint",Reportationes ineditae leoninae,W51,https://catalog.digitallatin.org/dll-work/W51
"Thomas, Aquinas, Saint",Responsio ad Bernardum [Ayglier] abbatem Casinensem,W50,https://catalog.digitallatin.org/dll-work/W50
"Thomas, Aquinas, Saint",Responsio ad lectorem Bisuntinum de articulis 6,W49,https://catalog.digitallatin.org/dll-work/W49
"Thomas, Aquinas, Saint",Responsio ad lectorem Venetum de articulis 30,W24,https://catalog.digitallatin.org/dll-work/W24
"Thomas, Aquinas, Saint",Responsio ad lectorem Venetum de articulis 36,W74,https://catalog.digitallatin.org/dll-work/W74
"Thomas, Aquinas, Saint",Responsio ad lectorem Vercellensem de articulis 108,W48,https://catalog.digitallatin.org/dll-work/W48
"Thomas, Aquinas, Saint",Responsio ad lectorem Vercellensem de articulis 42,W47,https://catalog.digitallatin.org/dll-work/W47
"Thomas, Aquinas, Saint",Sententia libri Ethicorum,W46,https://catalog.digitallatin.org/dll-work/W46
"Thomas, Aquinas, Saint",Sententia libri Politicorum,W45,https://catalog.digitallatin.org/dll-work/W45
"Thomas, Aquinas, Saint",Sermo 'Petite et accipietis',W5205,https://catalog.digitallatin.org/dll-work/W5205
"Thomas, Aquinas, Saint",Summa contra Gentiles,W73,https://catalog.digitallatin.org/dll-work/W73
"Thomas, Aquinas, Saint",Summa Theologiae,W5219,https://catalog.digitallatin.org/dll-work/W5219
"Thomas, Aquinas, Saint",Summae theologiae prima pars,W72,https://catalog.digitallatin.org/dll-work/W72
"Thomas, Aquinas, Saint",Summae theologiae prima secundae,W44,https://catalog.digitallatin.org/dll-work/W44
"Thomas, Aquinas, Saint",Summae theologiae secunda secundae,W43,https://catalog.digitallatin.org/dll-work/W43
"Thomas, Aquinas, Saint",Summae theologiae tertia pars,W42,https://catalog.digitallatin.org/dll-work/W42
"Thomas, Aquinas, Saint",Super Ad Colossenses reportatio,W71,https://catalog.digitallatin.org/dll-work/W71
"Thomas, Aquinas, Saint",Super Ad Ephesios reportatio,W70,https://catalog.digitallatin.org/dll-work/W70
